I10-C-2023-07-26__2020-07-03__09-40-43(1).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-44(2).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-45(3).JPG	0	
I10-C-2023-07-26__2020-10-10__13-07-16(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-07-17(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-07-18(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-16-02(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-16-03(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-16-04(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-18-18(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-18-19(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-18-20(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-20-10(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-20-11(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-20-11(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-25-11(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-25-12(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-25-13(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-27-21(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-27-22(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-27-23(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-41-50(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-41-51(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-41-52(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-46-21(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-46-22(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-46-23(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-50-50(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-50-51(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-50-51(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-53-18(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-53-19(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-53-20(3).JPG	1	
I10-C-2023-07-26__2020-10-10__13-57-07(1).JPG	1	
I10-C-2023-07-26__2020-10-10__13-57-08(2).JPG	1	
I10-C-2023-07-26__2020-10-10__13-57-09(3).JPG	1	
I10-C-2023-07-26__2020-10-10__14-08-40(1).JPG	1	
I10-C-2023-07-26__2020-10-10__14-08-41(2).JPG	1	
I10-C-2023-07-26__2020-10-10__14-08-42(3).JPG	1	
I10-C-2023-07-26__2020-10-10__14-11-16(1).JPG	1	
I10-C-2023-07-26__2020-10-10__14-11-17(2).JPG	1	
I10-C-2023-07-26__2020-10-10__14-11-18(3).JPG	1	
I10-C-2023-07-26__2020-10-11__12-41-34(1).JPG	1	
I10-C-2023-07-26__2020-10-11__12-41-35(2).JPG	1	
I10-C-2023-07-26__2020-10-11__12-41-36(3).JPG	1	
I10-C-2023-07-26__2020-10-11__13-15-19(1).JPG	1	
I10-C-2023-07-26__2020-10-11__13-15-20(2).JPG	1	
I10-C-2023-07-26__2020-10-11__13-15-21(3).JPG	1	
I10-C-2023-07-26__2020-10-11__13-21-18(1).JPG	1	
I10-C-2023-07-26__2020-10-11__13-21-19(2).JPG	1	
I10-C-2023-07-26__2020-10-11__13-21-20(3).JPG	1	
I10-C-2023-07-26__2020-10-11__13-27-29(1).JPG	1	
I10-C-2023-07-26__2020-10-11__13-27-30(2).JPG	1	
I10-C-2023-07-26__2020-10-11__13-27-31(3).JPG	1	
I10-C-2023-07-26__2020-10-11__13-44-49(1).JPG	1	
I10-C-2023-07-26__2020-10-11__13-44-50(2).JPG	1	
I10-C-2023-07-26__2020-10-11__13-44-51(3).JPG	1	
I10-C-2023-07-26__2020-10-11__13-46-44(1).JPG	1	
I10-C-2023-07-26__2020-10-11__13-46-45(2).JPG	1	
I10-C-2023-07-26__2020-10-11__13-46-46(3).JPG	1	
I10-C-2023-07-26__2020-10-11__13-54-00(1).JPG	1	
I10-C-2023-07-26__2020-10-11__13-54-01(2).JPG	1	
I10-C-2023-07-26__2020-10-11__13-54-02(3).JPG	1	
I10-C-2023-07-26__2020-10-11__14-06-11(1).JPG	1	
I10-C-2023-07-26__2020-10-11__14-06-12(2).JPG	1	
I10-C-2023-07-26__2020-10-11__14-06-13(3).JPG	1	
I10-C-2023-07-26__2020-10-11__14-07-38(1).JPG	1	
I10-C-2023-07-26__2020-10-11__14-07-39(2).JPG	1	
I10-C-2023-07-26__2020-10-11__14-07-40(3).JPG	1	
I10-C-2023-07-26__2020-10-11__14-11-49(1).JPG	1	
I10-C-2023-07-26__2020-10-11__14-11-50(2).JPG	1	
I10-C-2023-07-26__2020-10-11__14-11-51(3).JPG	1	
I10-C-2023-07-26__2020-10-11__14-13-41(1).JPG	1	
I10-C-2023-07-26__2020-10-11__14-13-42(2).JPG	1	
I10-C-2023-07-26__2020-10-11__14-13-43(3).JPG	1	
I10-C-2023-07-26__2020-10-11__14-32-00(1).JPG	1	
I10-C-2023-07-26__2020-10-11__14-32-01(2).JPG	1	
I10-C-2023-07-26__2020-10-11__14-32-02(3).JPG	1	
I10-C-2023-07-26__2020-10-11__22-54-50(1).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-10-11__22-54-51(2).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-10-11__22-54-52(3).JPG	4: bushpig	0	
I10-C-2023-07-26__2020-10-12__12-06-56(1).JPG	1	
I10-C-2023-07-26__2020-10-12__12-06-57(2).JPG	1	
I10-C-2023-07-26__2020-10-12__12-06-58(3).JPG	1	
I10-C-2023-07-26__2020-10-12__12-31-20(1).JPG	1	
I10-C-2023-07-26__2020-10-12__12-31-21(2).JPG	1	
I10-C-2023-07-26__2020-10-12__12-31-22(3).JPG	1	
I10-C-2023-07-26__2020-10-12__12-33-02(1).JPG	1	
I10-C-2023-07-26__2020-10-12__12-33-03(2).JPG	1	
I10-C-2023-07-26__2020-10-12__12-33-04(3).JPG	1	
I10-C-2023-07-26__2020-10-12__12-43-16(1).JPG	1	
I10-C-2023-07-26__2020-10-12__12-43-17(2).JPG	1	
I10-C-2023-07-26__2020-10-12__12-43-17(3).JPG	1	
I10-C-2023-07-26__2020-10-12__13-01-13(1).JPG	1	
I10-C-2023-07-26__2020-10-12__13-01-14(2).JPG	1	
I10-C-2023-07-26__2020-10-12__13-01-15(3).JPG	1	
I10-C-2023-07-26__2020-10-12__13-33-32(1).JPG	1	
I10-C-2023-07-26__2020-10-12__13-33-33(2).JPG	1	
I10-C-2023-07-26__2020-10-12__13-33-34(3).JPG	1	
I10-C-2023-07-26__2020-10-12__13-37-20(1).JPG	1	
I10-C-2023-07-26__2020-10-12__13-37-21(2).JPG	1	
I10-C-2023-07-26__2020-10-12__13-37-21(3).JPG	1	
I10-C-2023-07-26__2020-10-12__13-43-44(1).JPG	1	
I10-C-2023-07-26__2020-10-12__13-43-45(2).JPG	1	
I10-C-2023-07-26__2020-10-12__13-43-46(3).JPG	1	
I10-C-2023-07-26__2020-10-12__13-52-35(1).JPG	1	
I10-C-2023-07-26__2020-10-12__13-52-36(2).JPG	1	
I10-C-2023-07-26__2020-10-12__13-52-37(3).JPG	1	
I10-C-2023-07-26__2020-10-12__14-16-57(1).JPG	1	
I10-C-2023-07-26__2020-10-12__14-16-58(2).JPG	1	
I10-C-2023-07-26__2020-10-12__14-16-58(3).JPG	1	
I10-C-2023-07-26__2020-10-12__14-32-48(1).JPG	1	
I10-C-2023-07-26__2020-10-12__14-32-49(2).JPG	1	
I10-C-2023-07-26__2020-10-12__14-32-50(3).JPG	1	
I10-C-2023-07-26__2020-10-12__14-46-28(1).JPG	1	
I10-C-2023-07-26__2020-10-12__14-46-29(2).JPG	1	
I10-C-2023-07-26__2020-10-12__14-46-30(3).JPG	0	
I10-C-2023-07-26__2020-10-14__05-35-08(1).JPG	1: side-striped_jackal	0	
I10-C-2023-07-26__2020-10-14__05-35-09(2).JPG	1: side-striped_jackal	0	
I10-C-2023-07-26__2020-10-14__05-35-10(3).JPG	0	
I10-C-2023-07-26__2020-10-14__16-23-28(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-14__16-23-29(2).JPG	1	
I10-C-2023-07-26__2020-10-14__16-23-30(3).JPG	1	
I10-C-2023-07-26__2020-10-15__09-02-57(1).JPG	1	
I10-C-2023-07-26__2020-10-15__09-02-58(2).JPG	1	
I10-C-2023-07-26__2020-10-15__09-02-59(3).JPG	1	
I10-C-2023-07-26__2020-10-15__13-31-16(1).JPG	1	
I10-C-2023-07-26__2020-10-15__13-31-17(2).JPG	1	
I10-C-2023-07-26__2020-10-15__13-31-18(3).JPG	1	
I10-C-2023-07-26__2020-10-16__11-25-16(1).JPG	1	
I10-C-2023-07-26__2020-10-16__11-25-17(2).JPG	1	
I10-C-2023-07-26__2020-10-16__11-25-18(3).JPG	1	
I10-C-2023-07-26__2020-10-17__07-14-56(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-17__07-14-57(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-17__07-14-58(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-17__12-21-13(1).JPG	1	
I10-C-2023-07-26__2020-10-17__12-21-14(2).JPG	1	
I10-C-2023-07-26__2020-10-17__12-21-15(3).JPG	1	
I10-C-2023-07-26__2020-10-18__09-49-34(1).JPG	1	
I10-C-2023-07-26__2020-10-18__09-49-35(2).JPG	1: other_animal	0	
I10-C-2023-07-26__2020-10-18__09-49-36(3).JPG	1	
I10-C-2023-07-26__2020-10-18__12-57-57(1).JPG	1	
I10-C-2023-07-26__2020-10-18__12-57-58(2).JPG	1	
I10-C-2023-07-26__2020-10-18__12-57-59(3).JPG	1	
I10-C-2023-07-26__2020-10-18__13-15-29(1).JPG	1	
I10-C-2023-07-26__2020-10-18__13-15-30(2).JPG	1	
I10-C-2023-07-26__2020-10-18__13-15-31(3).JPG	1	
I10-C-2023-07-26__2020-10-18__13-26-23(1).JPG	1	
I10-C-2023-07-26__2020-10-18__13-26-24(2).JPG	1	
I10-C-2023-07-26__2020-10-18__13-26-25(3).JPG	1	
I10-C-2023-07-26__2020-10-18__13-33-34(1).JPG	1	
I10-C-2023-07-26__2020-10-18__13-33-35(2).JPG	1	
I10-C-2023-07-26__2020-10-18__13-33-36(3).JPG	1	
I10-C-2023-07-26__2020-10-18__13-47-03(1).JPG	1	
I10-C-2023-07-26__2020-10-18__13-47-04(2).JPG	1	
I10-C-2023-07-26__2020-10-18__13-47-05(3).JPG	1	
I10-C-2023-07-26__2020-10-19__08-34-12(1).JPG	1	
I10-C-2023-07-26__2020-10-19__08-34-13(2).JPG	1	
I10-C-2023-07-26__2020-10-19__08-34-13(3).JPG	1	
I10-C-2023-07-26__2020-10-19__08-44-09(1).JPG	1	
I10-C-2023-07-26__2020-10-19__08-44-10(2).JPG	1	
I10-C-2023-07-26__2020-10-19__08-44-10(3).JPG	1	
I10-C-2023-07-26__2020-10-19__09-04-23(1).JPG	1	
I10-C-2023-07-26__2020-10-19__09-04-24(2).JPG	1	
I10-C-2023-07-26__2020-10-19__09-04-25(3).JPG	1	
I10-C-2023-07-26__2020-10-19__09-42-20(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-19__09-42-21(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-19__09-42-22(3).JPG	1	
I10-C-2023-07-26__2020-10-19__09-51-49(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-19__09-51-50(2).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-19__09-51-51(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-19__10-25-48(1).JPG	1	
I10-C-2023-07-26__2020-10-19__10-25-49(2).JPG	1	
I10-C-2023-07-26__2020-10-19__10-25-49(3).JPG	1	
I10-C-2023-07-26__2020-10-19__10-55-44(1).JPG	1	
I10-C-2023-07-26__2020-10-19__10-55-45(2).JPG	1	
I10-C-2023-07-26__2020-10-19__10-55-46(3).JPG	1	
I10-C-2023-07-26__2020-10-19__11-41-14(1).JPG	1	
I10-C-2023-07-26__2020-10-19__11-41-15(2).JPG	1	
I10-C-2023-07-26__2020-10-19__11-41-16(3).JPG	1	
I10-C-2023-07-26__2020-10-19__12-43-08(1).JPG	1	
I10-C-2023-07-26__2020-10-19__12-43-09(2).JPG	1	
I10-C-2023-07-26__2020-10-19__12-43-10(3).JPG	1	
I10-C-2023-07-26__2020-10-19__13-00-52(1).JPG	1	
I10-C-2023-07-26__2020-10-19__13-00-53(2).JPG	1	
I10-C-2023-07-26__2020-10-19__13-00-54(3).JPG	1	
I10-C-2023-07-26__2020-10-19__13-01-51(1).JPG	1	
I10-C-2023-07-26__2020-10-19__13-01-52(2).JPG	1	
I10-C-2023-07-26__2020-10-19__13-01-52(3).JPG	1	
I10-C-2023-07-26__2020-10-19__13-08-57(1).JPG	1	
I10-C-2023-07-26__2020-10-19__13-08-58(2).JPG	1	
I10-C-2023-07-26__2020-10-19__13-08-59(3).JPG	1	
I10-C-2023-07-26__2020-10-19__13-17-48(1).JPG	1	
I10-C-2023-07-26__2020-10-19__13-17-49(2).JPG	1	
I10-C-2023-07-26__2020-10-19__13-17-50(3).JPG	1	
I10-C-2023-07-26__2020-10-19__13-25-38(1).JPG	1	
I10-C-2023-07-26__2020-10-19__13-25-39(2).JPG	1	
I10-C-2023-07-26__2020-10-19__13-25-40(3).JPG	1	
I10-C-2023-07-26__2020-10-19__13-34-21(1).JPG	1	
I10-C-2023-07-26__2020-10-19__13-34-22(2).JPG	1	
I10-C-2023-07-26__2020-10-19__13-34-23(3).JPG	1	
I10-C-2023-07-26__2020-10-19__13-54-41(1).JPG	1	
I10-C-2023-07-26__2020-10-19__13-54-42(2).JPG	1	
I10-C-2023-07-26__2020-10-19__13-54-42(3).JPG	1	
I10-C-2023-07-26__2020-10-20__05-27-50(1).JPG	1	
I10-C-2023-07-26__2020-10-20__05-27-51(2).JPG	1	
I10-C-2023-07-26__2020-10-20__05-27-52(3).JPG	1	
I10-C-2023-07-26__2020-10-20__05-29-18(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-29-19(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-29-20(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-30-44(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-20__05-30-45(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-30-46(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-32-41(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-32-42(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-32-43(3).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-20__05-35-50(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-35-50(2).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-20__05-35-51(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-37-48(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-37-49(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-37-50(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__05-38-51(1).JPG	4: baboon	0	
I10-C-2023-07-26__2020-10-20__05-38-52(2).JPG	4: baboon	0	
I10-C-2023-07-26__2020-10-20__05-38-53(3).JPG	4: baboon	0	
I10-C-2023-07-26__2020-10-20__06-11-18(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-20__06-11-19(2).JPG	3: baboon	0	
I10-C-2023-07-26__2020-10-20__06-11-20(3).JPG	3: baboon	0	
I10-C-2023-07-26__2020-10-20__09-13-47(1).JPG	1	
I10-C-2023-07-26__2020-10-20__09-13-48(2).JPG	1	
I10-C-2023-07-26__2020-10-20__09-13-49(3).JPG	1	
I10-C-2023-07-26__2020-10-20__11-15-04(1).JPG	1	
I10-C-2023-07-26__2020-10-20__11-15-05(2).JPG	1	
I10-C-2023-07-26__2020-10-20__11-15-06(3).JPG	1	
I10-C-2023-07-26__2020-10-20__11-42-06(1).JPG	1	
I10-C-2023-07-26__2020-10-20__11-42-07(2).JPG	1	
I10-C-2023-07-26__2020-10-20__11-42-08(3).JPG	1	
I10-C-2023-07-26__2020-10-20__11-52-00(1).JPG	1	
I10-C-2023-07-26__2020-10-20__11-52-01(2).JPG	1	
I10-C-2023-07-26__2020-10-20__11-52-02(3).JPG	1	
I10-C-2023-07-26__2020-10-20__12-51-29(1).JPG	1	
I10-C-2023-07-26__2020-10-20__12-51-30(2).JPG	1	
I10-C-2023-07-26__2020-10-20__12-51-31(3).JPG	1	
I10-C-2023-07-26__2020-10-20__12-55-55(1).JPG	1	
I10-C-2023-07-26__2020-10-20__12-55-56(2).JPG	1	
I10-C-2023-07-26__2020-10-20__12-55-57(3).JPG	1	
I10-C-2023-07-26__2020-10-20__13-12-45(1).JPG	1	
I10-C-2023-07-26__2020-10-20__13-12-46(2).JPG	1	
I10-C-2023-07-26__2020-10-20__13-12-47(3).JPG	1	
I10-C-2023-07-26__2020-10-20__13-57-18(1).JPG	1	
I10-C-2023-07-26__2020-10-20__13-57-19(2).JPG	1	
I10-C-2023-07-26__2020-10-20__13-57-20(3).JPG	1	
I10-C-2023-07-26__2020-10-20__15-00-30(1).JPG	1	
I10-C-2023-07-26__2020-10-20__15-00-31(2).JPG	1	
I10-C-2023-07-26__2020-10-20__15-00-32(3).JPG	1	
I10-C-2023-07-26__2020-10-21__04-13-12(1).JPG	0	
I10-C-2023-07-26__2020-10-21__04-13-13(2).JPG	1	
I10-C-2023-07-26__2020-10-21__04-13-14(3).JPG	1	
I10-C-2023-07-26__2020-10-21__10-29-58(1).JPG	1	
I10-C-2023-07-26__2020-10-21__10-29-59(2).JPG	1	
I10-C-2023-07-26__2020-10-21__10-30-00(1).JPG	1	
I10-C-2023-07-26__2020-10-21__11-58-22(1).JPG	1	
I10-C-2023-07-26__2020-10-21__11-58-23(2).JPG	1	
I10-C-2023-07-26__2020-10-21__11-58-24(3).JPG	1	
I10-C-2023-07-26__2020-10-21__12-04-17(1).JPG	1	
I10-C-2023-07-26__2020-10-21__12-04-18(2).JPG	1	
I10-C-2023-07-26__2020-10-21__12-04-19(3).JPG	1	
I10-C-2023-07-26__2020-10-21__12-50-11(1).JPG	1	
I10-C-2023-07-26__2020-10-21__12-50-12(2).JPG	1	
I10-C-2023-07-26__2020-10-21__12-50-13(3).JPG	1	
I10-C-2023-07-26__2020-10-21__17-15-54(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-21__17-15-55(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-21__17-15-56(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-22__08-37-24(1).JPG	1	
I10-C-2023-07-26__2020-10-22__08-37-25(2).JPG	1	
I10-C-2023-07-26__2020-10-22__08-37-26(3).JPG	1	
I10-C-2023-07-26__2020-10-22__08-53-02(1).JPG	1	
I10-C-2023-07-26__2020-10-22__08-53-03(2).JPG	1	
I10-C-2023-07-26__2020-10-22__08-53-04(3).JPG	1	
I10-C-2023-07-26__2020-10-22__09-18-16(1).JPG	1	
I10-C-2023-07-26__2020-10-22__09-18-17(2).JPG	1	
I10-C-2023-07-26__2020-10-22__09-18-18(3).JPG	1	
I10-C-2023-07-26__2020-10-22__09-19-34(1).JPG	1	
I10-C-2023-07-26__2020-10-22__09-19-35(2).JPG	1	
I10-C-2023-07-26__2020-10-22__09-19-36(3).JPG	1	
I10-C-2023-07-26__2020-10-22__09-28-30(1).JPG	1	
I10-C-2023-07-26__2020-10-22__09-28-31(2).JPG	1	
I10-C-2023-07-26__2020-10-22__09-28-32(3).JPG	1	
I10-C-2023-07-26__2020-10-22__09-45-23(1).JPG	1	
I10-C-2023-07-26__2020-10-22__09-45-24(2).JPG	1	
I10-C-2023-07-26__2020-10-22__09-45-25(3).JPG	1	
I10-C-2023-07-26__2020-10-22__10-09-56(1).JPG	1	
I10-C-2023-07-26__2020-10-22__10-09-57(2).JPG	1	
I10-C-2023-07-26__2020-10-22__10-09-58(3).JPG	1	
I10-C-2023-07-26__2020-10-22__10-57-40(1).JPG	1	
I10-C-2023-07-26__2020-10-22__10-57-41(2).JPG	1	
I10-C-2023-07-26__2020-10-22__10-57-42(3).JPG	1	
I10-C-2023-07-26__2020-10-22__21-20-20(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-20-21(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-20-22(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-23-05(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-23-06(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-23-07(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-24-41(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-24-42(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-22__21-24-43(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-23__09-15-59(1).JPG	1	
I10-C-2023-07-26__2020-10-23__09-16-00(1).JPG	1	
I10-C-2023-07-26__2020-10-23__09-16-01(2).JPG	1	
I10-C-2023-07-26__2020-10-23__09-17-41(1).JPG	1	
I10-C-2023-07-26__2020-10-23__09-17-42(2).JPG	1	
I10-C-2023-07-26__2020-10-23__09-17-43(3).JPG	1	
I10-C-2023-07-26__2020-10-23__09-45-12(1).JPG	1	
I10-C-2023-07-26__2020-10-23__09-45-13(2).JPG	1	
I10-C-2023-07-26__2020-10-23__09-45-14(3).JPG	1	
I10-C-2023-07-26__2020-10-23__11-53-50(1).JPG	1	
I10-C-2023-07-26__2020-10-23__11-53-51(2).JPG	1	
I10-C-2023-07-26__2020-10-23__11-53-52(3).JPG	1	
I10-C-2023-07-26__2020-10-23__12-28-22(1).JPG	1	
I10-C-2023-07-26__2020-10-23__12-28-23(2).JPG	1	
I10-C-2023-07-26__2020-10-23__12-28-24(3).JPG	1	
I10-C-2023-07-26__2020-10-23__12-37-48(1).JPG	1	
I10-C-2023-07-26__2020-10-23__12-37-48(2).JPG	1	
I10-C-2023-07-26__2020-10-23__12-37-49(3).JPG	1	
I10-C-2023-07-26__2020-10-23__13-17-15(1).JPG	1	
I10-C-2023-07-26__2020-10-23__13-17-16(2).JPG	1	
I10-C-2023-07-26__2020-10-23__13-17-17(3).JPG	1	
I10-C-2023-07-26__2020-10-23__13-53-36(1).JPG	1	
I10-C-2023-07-26__2020-10-23__13-53-37(2).JPG	1	
I10-C-2023-07-26__2020-10-23__13-53-38(3).JPG	1	
I10-C-2023-07-26__2020-10-23__14-48-29(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-23__14-48-30(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-23__14-48-31(3).JPG	1	
I10-C-2023-07-26__2020-10-24__11-27-48(1).JPG	1	
I10-C-2023-07-26__2020-10-24__11-27-49(2).JPG	1	
I10-C-2023-07-26__2020-10-24__11-27-50(3).JPG	1	
I10-C-2023-07-26__2020-10-24__11-32-57(1).JPG	1	
I10-C-2023-07-26__2020-10-24__11-32-58(2).JPG	1	
I10-C-2023-07-26__2020-10-24__11-32-59(3).JPG	1	
I10-C-2023-07-26__2020-10-24__12-48-49(1).JPG	0	
I10-C-2023-07-26__2020-10-24__12-48-50(2).JPG	1	
I10-C-2023-07-26__2020-10-24__12-48-51(3).JPG	1	
I10-C-2023-07-26__2020-10-24__12-58-08(1).JPG	1	
I10-C-2023-07-26__2020-10-24__12-58-08(2).JPG	1	
I10-C-2023-07-26__2020-10-24__12-58-09(3).JPG	1	
I10-C-2023-07-26__2020-10-24__13-30-18(1).JPG	1	
I10-C-2023-07-26__2020-10-24__13-30-18(2).JPG	1	
I10-C-2023-07-26__2020-10-24__13-30-19(3).JPG	1	
I10-C-2023-07-26__2020-10-24__16-51-57(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-24__16-51-58(2).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-24__16-51-58(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-25__02-01-22(1).JPG	1: porcupine	0	
I10-C-2023-07-26__2020-10-25__02-01-23(2).JPG	1: porcupine	0	
I10-C-2023-07-26__2020-10-25__02-01-24(3).JPG	1	
I10-C-2023-07-26__2020-10-25__09-38-53(1).JPG	1	
I10-C-2023-07-26__2020-10-25__09-38-54(2).JPG	1	
I10-C-2023-07-26__2020-10-25__09-38-55(3).JPG	1	
I10-C-2023-07-26__2020-10-25__11-42-34(1).JPG	1	
I10-C-2023-07-26__2020-10-25__11-42-35(2).JPG	1	
I10-C-2023-07-26__2020-10-25__11-42-36(3).JPG	1	
I10-C-2023-07-26__2020-10-25__11-48-51(1).JPG	1	
I10-C-2023-07-26__2020-10-25__11-48-52(2).JPG	1	
I10-C-2023-07-26__2020-10-25__11-48-53(3).JPG	1	
I10-C-2023-07-26__2020-10-25__11-49-51(1).JPG	1	
I10-C-2023-07-26__2020-10-25__11-49-52(2).JPG	1	
I10-C-2023-07-26__2020-10-25__11-49-53(3).JPG	1	
I10-C-2023-07-26__2020-10-25__11-57-35(1).JPG	1	
I10-C-2023-07-26__2020-10-25__11-57-36(2).JPG	1	
I10-C-2023-07-26__2020-10-25__11-57-37(3).JPG	1	
I10-C-2023-07-26__2020-10-25__12-39-52(1).JPG	1	
I10-C-2023-07-26__2020-10-25__12-39-53(2).JPG	1	
I10-C-2023-07-26__2020-10-25__12-39-53(3).JPG	1	
I10-C-2023-07-26__2020-10-25__12-54-27(1).JPG	1	
I10-C-2023-07-26__2020-10-25__12-54-28(2).JPG	1	
I10-C-2023-07-26__2020-10-25__12-54-29(3).JPG	1	
I10-C-2023-07-26__2020-10-25__12-57-55(1).JPG	1	
I10-C-2023-07-26__2020-10-25__12-57-56(2).JPG	1	
I10-C-2023-07-26__2020-10-25__12-57-57(3).JPG	1	
I10-C-2023-07-26__2020-10-25__13-02-48(1).JPG	1	
I10-C-2023-07-26__2020-10-25__13-02-49(2).JPG	1	
I10-C-2023-07-26__2020-10-25__13-02-50(3).JPG	1	
I10-C-2023-07-26__2020-10-25__13-22-26(1).JPG	1	
I10-C-2023-07-26__2020-10-25__13-22-27(2).JPG	1	
I10-C-2023-07-26__2020-10-25__13-22-28(3).JPG	1	
I10-C-2023-07-26__2020-10-25__13-25-21(1).JPG	1	
I10-C-2023-07-26__2020-10-25__13-25-22(2).JPG	1	
I10-C-2023-07-26__2020-10-25__13-25-23(3).JPG	1	
I10-C-2023-07-26__2020-10-25__13-45-02(1).JPG	1	
I10-C-2023-07-26__2020-10-25__13-45-03(2).JPG	1	
I10-C-2023-07-26__2020-10-25__13-45-04(3).JPG	1	
I10-C-2023-07-26__2020-10-25__14-46-37(1).JPG	1	
I10-C-2023-07-26__2020-10-25__14-46-38(2).JPG	1	
I10-C-2023-07-26__2020-10-25__14-46-39(3).JPG	1	
I10-C-2023-07-26__2020-10-25__15-27-54(1).JPG	1	
I10-C-2023-07-26__2020-10-25__15-27-55(2).JPG	1	
I10-C-2023-07-26__2020-10-25__15-27-56(3).JPG	1	
I10-C-2023-07-26__2020-10-25__15-31-22(1).JPG	1	
I10-C-2023-07-26__2020-10-25__15-31-23(2).JPG	1	
I10-C-2023-07-26__2020-10-25__15-31-24(3).JPG	1	
I10-C-2023-07-26__2020-10-25__15-32-44(1).JPG	1	
I10-C-2023-07-26__2020-10-25__15-32-45(2).JPG	1	
